InvoiceNo,Date,CustomerID,CustomerType,ProductID,Quantity,MetalCost,TotalWeightGrams,InvoiceValue,Profit
INV0000998,2024-07-24,CUST0749,Retail,P004,2,6867.99,99.64,8256.18,873.0
INV0000241,2024-07-24,CUST0340,Retail,P022,5,132932.28,1667.95,180969.58,29473.11
INV0001100,2024-07-24,CUST0654,Retail,P009,2,1288.95,18.7,1595.4,221.31
INV0002239,2024-07-25,CUST0194,Retail,P003,1,5118.76,75.02,6462.64,1002.09
INV0002026,2024-07-25,CUST0622,Retail,P006,5,3234.2,47.4,3856.29,412.74
INV0002637,2024-07-25,CUST0378,Wholesale,P023,34,1037084.91,13145.42,1232614.07,55919.29
INV0000893,2024-07-25,CUST0661,Retail,P019,3,3034.23,38.46,3980.44,557.19
INV0000095,2024-07-25,CUST0083,Retail,P018,2,724.24,9.18,916.05,99.95
INV0001896,2024-07-25,CUST0257,Wholesale,P017,30,166291.19,2107.8,194904.69,6307.54
INV0002468,2024-07-25,CUST0137,Retail,P002,3,19519.81,286.08,25029.68,4195.26
INV0000252,2024-07-25,CUST0559,Wholesale,P009,16,10884.37,159.52,11898.92,341.45
INV0002083,2024-07-25,CUST0245,Retail,P010,1,717.8,10.52,906.03,140.31
INV0002126,2024-07-25,CUST0224,Wholesale,P015,40,61378.95,778.0,74239.61,5174.23
INV0001699,2024-07-26,CUST0674,Retail,P023,5,127450.64,1592.7,175549.17,30240.39
INV0002588,2024-07-26,CUST0542,Wholesale,P016,14,99875.15,1248.1,119627.73,7279.52
INV0002251,2024-07-26,CUST0790,Wholesale,P003,41,260059.44,3757.65,286734.17,10521.47
INV0001213,2024-07-26,CUST0127,Wholesale,P004,15,24613.83,355.65,28625.17,2193.05
INV0002774,2024-07-26,CUST0315,Wholesale,P010,12,3728.93,53.88,4163.4,201.34
INV0001349,2024-07-26,CUST0509,Retail,P024,5,124025.71,1549.9,160925.81,19810.37
INV0001233,2024-07-26,CUST0626,Retail,P005,1,2059.63,29.76,2585.91,368.57
INV0002798,2024-07-26,CUST0127,Wholesale,P015,22,29611.25,370.04,35944.56,2621.37
INV0000490,2024-07-26,CUST0273,Retail,P020,4,1198540.16,14977.68,1588758.51,224089.81
INV0000990,2024-07-27,CUST0634,Wholesale,P018,34,25621.26,343.06,31162.52,2327.7
INV0002081,2024-07-27,CUST0737,Wholesale,P002,25,108643.74,1682.0,121387.48,5948.87
INV0002801,2024-07-27,CUST0596,Retail,P018,4,3298.07,44.16,4469.38,744.3
INV0001071,2024-07-27,CUST0333,Retail,P007,2,17808.01,275.7,23220.84,4202.25
INV0002664,2024-07-27,CUST0727,Retail,P015,2,2204.69,29.52,2982.57,492.59
INV0002183,2024-07-28,CUST0010,Retail,P002,1,4896.34,67.25,6103.69,882.68
INV0000234,2024-07-28,CUST0149,Wholesale,P011,17,63458.72,871.59,70936.32,3507.73
INV0000135,2024-07-28,CUST0208,Retail,P022,5,164512.86,1954.2,217578.91,30277.51
INV0000126,2024-07-28,CUST0205,Wholesale,P010,14,6778.42,93.1,7591.28,388.4
INV0000587,2024-07-28,CUST0548,Wholesale,P002,13,56307.52,773.37,64744.46,4861.95
INV0000531,2024-07-28,CUST0433,Wholesale,P018,18,22366.07,265.68,26229.86,1086.86
INV0000864,2024-07-29,CUST0524,Retail,P010,3,1604.11,23.43,1965.61,256.13
INV0001118,2024-07-29,CUST0365,Retail,P019,2,756.78,9.56,972.17,118.96
INV0000701,2024-07-29,CUST0592,Retail,P013,3,50300.5,734.7,59800.06,6248.79
INV0000120,2024-07-29,CUST0672,Retail,P013,1,57475.53,839.5,69244.65,8028.02
INV0000312,2024-07-29,CUST0649,Retail,P003,2,8240.33,120.36,9842.23,1068.02
INV0000014,2024-07-30,CUST0214,Wholesale,P005,30,42266.79,584.7,49487.7,4088.85
INV0001245,2024-07-30,CUST0174,Retail,P017,3,15388.47,184.11,19459.52,1965.42
INV0001640,2024-07-30,CUST0706,Retail,P021,3,434018.94,5192.67,596683.18,101883.23
INV0001384,2024-07-30,CUST0723,Retail,P006,2,637.58,8.82,822.51,141.84
INV0002039,2024-07-30,CUST0166,Retail,P006,2,1516.6,20.98,1839.25,223.58
INV0000050,2024-07-30,CUST0259,Retail,P005,2,2651.52,36.68,3254.37,402.0
INV0001827,2024-07-30,CUST0487,Retail,P002,5,27642.93,382.4,34954.5,5464.19
INV0000022,2024-07-30,CUST0248,Retail,P004,2,7742.04,107.1,9424.43,1098.21
INV0000086,2024-07-31,CUST0369,Retail,P008,2,12632.86,189.16,15598.46,2132.29
INV0001927,2024-07-31,CUST0104,Retail,P014,5,37682.87,488.0,48069.33,5594.92
INV0001677,2024-08-01,CUST0052,Retail,P003,4,21241.25,299.24,27849.41,5159.77
INV0001034,2024-08-01,CUST0175,Retail,P003,3,15979.92,225.12,20386.28,3333.18
INV0002906,2024-08-01,CUST0077,Retail,P002,3,13729.02,193.41,16875.06,2242.66
INV0002333,2024-08-01,CUST0458,Retail,P014,2,18463.65,224.96,24880.16,4030.12
INV0000848,2024-08-01,CUST0300,Wholesale,P024,25,811806.3,9891.0,1006399.65,84100.11
INV0000101,2024-08-01,CUST0016,Retail,P002,5,25717.5,362.3,31716.26,4303.47
INV0000343,2024-08-01,CUST0276,Retail,P004,4,7865.03,110.8,9702.63,1240.4
INV0000586,2024-08-01,CUST0111,Retail,P006,1,631.76,8.9,730.28,58.3
INV0000008,2024-08-01,CUST0525,Retail,P019,3,3769.72,45.93,4904.82,652.97
INV0002289,2024-08-02,CUST0297,Retail,P011,2,16122.09,210.12,20256.55,3060.8
INV0002073,2024-08-02,CUST0159,Wholesale,P005,37,118979.81,1550.67,132713.45,5109.01
INV0000851,2024-08-02,CUST0758,Retail,P002,3,20242.38,263.82,23800.32,2257.46
INV0000064,2024-08-02,CUST0417,Retail,P009,3,2235.09,29.13,2688.07,307.64
INV0001638,2024-08-02,CUST0636,Wholesale,P004,45,86111.83,1122.3,97401.75,5008.51
INV0001264,2024-08-02,CUST0593,Retail,P010,3,1852.98,24.15,2221.1,247.84
INV0002515,2024-08-02,CUST0715,Retail,P015,1,1234.94,13.92,1653.33,259.09
INV0002412,2024-08-02,CUST0389,Retail,P004,3,9911.72,129.18,12019.61,1361.33
INV0001969,2024-08-02,CUST0775,Retail,P008,1,7988.92,104.12,10029.75,1509.03
INV0002056,2024-08-03,CUST0548,Wholesale,P015,30,38537.24,485.4,46549.39,3187.99
INV0001783,2024-08-03,CUST0111,Retail,P010,4,1752.31,25.52,2211.27,341.98
INV0002707,2024-08-03,CUST0211,Wholesale,P003,44,215322.06,3135.88,235796.76,7147.17
INV0000700,2024-08-03,CUST0105,Retail,P011,3,9704.28,141.33,11549.97,1218.15
INV0002172,2024-08-03,CUST0204,Retail,P002,3,16971.68,247.17,20654.48,2572.06
INV0001375,2024-08-03,CUST0577,Retail,P006,4,3905.61,56.88,5082.52,911.71
INV0002358,2024-08-03,CUST0495,Wholesale,P002,39,175295.07,2552.94,203952.83,17458.54
INV0002926,2024-08-03,CUST0012,Retail,P020,4,389253.13,4902.88,494842.18,52250.86
INV0000361,2024-08-03,CUST0799,Retail,P009,3,1273.03,18.54,1673.24,313.28
INV0000892,2024-08-03,CUST0600,Wholesale,P019,30,27866.86,351.0,34025.67,2659.75
INV0001039,2024-08-04,CUST0109,Retail,P002,3,18736.05,277.95,23379.85,3400.75
INV0000318,2024-08-04,CUST0012,Retail,P004,2,3038.75,45.08,3913.02,638.75
INV0000330,2024-08-04,CUST0591,Retail,P006,1,389.62,5.78,489.16,73.6
INV0000169,2024-08-04,CUST0674,Retail,P002,4,19874.57,294.84,25286.91,4079.59
INV0002505,2024-08-04,CUST0355,Wholesale,P005,32,51100.66,758.08,57794.46,2966.44
INV0002887,2024-08-04,CUST0182,Retail,P012,3,58125.24,862.29,72172.62,10201.5
INV0001744,2024-08-04,CUST0785,Retail,P001,3,611636.6,9073.65,798591.15,145345.51
INV0001935,2024-08-05,CUST0101,Retail,P015,5,5308.79,66.25,6754.96,771.63
INV0000208,2024-08-05,CUST0195,Retail,P015,4,5227.86,65.24,6911.42,1011.75
INV0001886,2024-08-05,CUST0269,Wholesale,P010,23,16545.64,238.74,18754.73,1166.47
INV0002103,2024-08-05,CUST0136,Retail,P004,5,16490.89,237.95,19874.13,2144.74
INV0001242,2024-08-05,CUST0272,Wholesale,P018,13,12490.29,155.87,14309.77,278.56
INV0000940,2024-08-05,CUST0258,Retail,P014,4,37662.39,470.0,51149.28,8607.49
INV0000797,2024-08-05,CUST0559,Wholesale,P022,33,1728525.92,21570.78,2093733.32,131372.29
INV0002535,2024-08-06,CUST0073,Retail,P017,4,13386.72,162.28,18389.74,3128.73
INV0002002,2024-08-06,CUST0677,Retail,P006,4,2302.98,32.28,2873.79,418.02
INV0000904,2024-08-06,CUST0140,Wholesale,P014,40,310794.98,3767.6,377354.52,27597.08
INV0000710,2024-08-06,CUST0347,Retail,P016,5,41621.09,504.55,54915.98,7949.5
INV0000522,2024-08-06,CUST0767,Wholesale,P009,30,21895.47,306.9,24843.45,1567.52
INV0002466,2024-08-06,CUST0481,Retail,P005,2,9405.99,131.84,11173.24,1065.58
INV0001962,2024-08-06,CUST0724,Retail,P010,3,1872.78,26.25,2228.84,234.96
INV0002909,2024-08-07,CUST0617,Retail,P008,1,6464.87,90.06,8162.02,1265.47
INV0000418,2024-08-07,CUST0677,Retail,P008,5,39326.86,547.85,50029.52,8065.68
INV0001838,2024-08-07,CUST0517,Wholesale,P008,9,72972.03,1016.55,82978.72,5400.67
INV0001429,2024-08-07,CUST0228,Retail,P015,2,2679.25,32.28,3543.35,519.77
INV0001597,2024-08-07,CUST0275,Retail,P007,5,35206.46,490.45,44363.17,6808.39
INV0002696,2024-08-08,CUST0023,Retail,P012,5,128842.3,1765.35,164248.96,26757.44
INV0000798,2024-08-08,CUST0461,Retail,P014,3,27961.88,331.35,36091.91,4562.24
INV0000849,2024-08-08,CUST0306,Retail,P012,4,66958.44,917.44,82588.0,11215.33
INV0002394,2024-08-08,CUST0690,Wholesale,P004,8,17644.61,241.76,20144.75,1207.62
INV0000503,2024-08-09,CUST0017,Wholesale,P008,17,111395.88,1593.92,127642.95,9187.43
INV0001285,2024-08-09,CUST0567,Retail,P008,4,17444.04,249.6,22397.83,3778.11
INV0001794,2024-08-09,CUST0275,Retail,P015,3,1750.3,21.66,2347.9,371.68
INV0000676,2024-08-09,CUST0057,Retail,P024,2,54566.41,675.26,74398.43,12208.44
INV0001377,2024-08-09,CUST0572,Retail,P010,5,1331.37,19.05,1615.71,197.34
INV0002368,2024-08-09,CUST0362,Retail,P014,4,30968.86,383.24,39102.04,4207.09
INV0001419,2024-08-10,CUST0414,Retail,P010,5,3567.9,53.1,4427.34,623.45
INV0001626,2024-08-10,CUST0691,Retail,P016,4,17353.01,223.36,23507.58,3908.11
INV0000442,2024-08-10,CUST0698,Wholesale,P024,35,549844.63,7077.35,648331.9,24619.36
INV0001868,2024-08-10,CUST0342,Retail,P004,4,11191.5,166.56,13262.32,1236.88
INV0000734,2024-08-10,CUST0250,Retail,P012,3,31599.05,470.28,41256.37,7507.71
INV0002212,2024-08-10,CUST0611,Wholesale,P018,35,32902.03,423.5,38866.92,1871.66
INV0002713,2024-08-10,CUST0322,Retail,P009,4,2647.36,39.4,3327.42,503.72
INV0001909,2024-08-11,CUST0604,Retail,P008,3,12880.06,185.25,16502.38,2755.27
INV0002035,2024-08-11,CUST0427,Retail,P014,3,24018.64,298.77,30997.48,3914.32
INV0000521,2024-08-11,CUST0660,Retail,P014,1,8890.52,110.59,11476.61,1451.67
INV0000547,2024-08-11,CUST0577,Retail,P003,1,6091.35,87.61,7924.97,1420.06
INV0000600,2024-08-11,CUST0068,Retail,P002,1,4519.32,65.0,5876.86,1050.79
INV0002871,2024-08-11,CUST0372,Wholesale,P020,13,2409482.24,29971.76,2947483.17,211203.69
INV0002782,2024-08-11,CUST0339,Retail,P019,2,2259.01,28.1,3025.94,475.49
INV0002521,2024-08-12,CUST0109,Retail,P016,4,22573.58,267.88,29524.1,4058.97
INV0002061,2024-08-12,CUST0771,Retail,P002,3,14998.7,205.8,19308.41,3297.37
INV0001842,2024-08-12,CUST0657,Wholesale,P010,30,8854.92,121.5,10151.02,734.79
INV0002342,2024-08-12,CUST0284,Wholesale,P002,15,103821.2,1424.55,116650.79,6317.35
INV0000958,2024-08-12,CUST0452,Retail,P002,3,14930.93,204.87,18554.12,2634.85
INV0001234,2024-08-12,CUST0012,Retail,P002,1,7181.6,98.54,9193.8,1528.97
INV0002463,2024-08-12,CUST0042,Retail,P015,5,2557.52,30.35,3376.84,490.79
INV0000470,2024-08-12,CUST0630,Wholesale,P023,27,686525.64,8146.98,834366.61,54886.47
INV0000969,2024-08-13,CUST0174,Retail,P014,5,47681.76,578.15,61753.93,7982.15
INV0001219,2024-08-13,CUST0465,Retail,P015,2,1032.56,12.52,1424.08,257.11
INV0001551,2024-08-13,CUST0498,Retail,P023,5,144208.16,1748.55,187900.29,23798.49
INV0001706,2024-08-13,CUST0665,Wholesale,P003,13,83602.12,1172.08,95320.56,6434.05
INV0000127,2024-08-13,CUST0600,Wholesale,P018,23,21036.39,255.07,25276.3,1610.43
INV0001483,2024-08-13,CUST0353,Retail,P013,3,77579.9,1087.65,93920.68,11277.83
INV0002311,2024-08-13,CUST0127,Wholesale,P012,34,974135.06,13657.12,1107139.98,71534.07
INV0000880,2024-08-13,CUST0188,Wholesale,P006,13,10811.9,151.58,12523.81,1022.78
INV0000233,2024-08-13,CUST0661,Retail,P014,3,20936.6,253.86,28648.47,4993.16
INV0002649,2024-08-13,CUST0272,Wholesale,P010,35,17849.83,250.25,20047.58,1078.35
INV0001540,2024-08-13,CUST0264,Wholesale,P012,10,175017.51,2453.7,201034.38,14910.97
INV0000214,2024-08-13,CUST0700,Retail,P006,4,1352.38,18.96,1766.65,322.24
INV0002097,2024-08-14,CUST0484,Retail,P014,4,34785.19,452.48,43574.59,4389.57
INV0000723,2024-08-14,CUST0086,Retail,P002,4,25161.72,378.44,32650.89,5783.32
INV0000427,2024-08-14,CUST0320,Retail,P010,5,1569.12,23.6,1960.62,287.32
INV0000254,2024-08-14,CUST0195,Retail,P008,4,26845.19,403.76,32261.92,3671.7
INV0000720,2024-08-14,CUST0039,Wholesale,P017,30,63561.7,826.8,79082.99,6861.73
INV0000388,2024-08-14,CUST0385,Retail,P005,4,5295.1,79.64,6829.04,1123.24
INV0001463,2024-08-14,CUST0327,Retail,P003,3,14788.26,222.42,18425.48,2656.91
INV0002820,2024-08-14,CUST0517,Wholesale,P009,35,24597.24,369.95,27837.26,1691.31
INV0000257,2024-08-14,CUST0157,Wholesale,P022,16,533672.25,6941.92,644329.63,38523.28
INV0000226,2024-08-15,CUST0064,Wholesale,P006,27,9209.45,130.95,10511.34,719.45
INV0002223,2024-08-15,CUST0012,Retail,P003,2,10251.01,145.76,12372.85,1453.94
INV0000044,2024-08-15,CUST0121,Retail,P021,5,558654.2,6870.1,738177.52,102157.58
INV0002795,2024-08-15,CUST0357,Wholesale,P010,32,25183.05,358.08,28058.96,1303.17
INV0000146,2024-08-15,CUST0539,Retail,P002,1,5347.74,76.04,6801.05,1094.79
INV0000741,2024-08-15,CUST0293,Retail,P010,1,224.35,3.19,261.98,23.27
INV0002211,2024-08-15,CUST0406,Retail,P017,1,2446.82,30.09,3251.57,465.36
INV0000348,2024-08-15,CUST0677,Retail,P002,2,11813.7,167.98,15090.37,2482.73
INV0002570,2024-08-15,CUST0256,Retail,P022,4,59221.36,728.28,77920.28,10507.26
INV0002282,2024-08-15,CUST0583,Retail,P009,4,2250.5,32.0,2860.52,459.18
INV0002621,2024-08-16,CUST0739,Retail,P018,4,2549.28,30.12,3351.37,475.04
INV0002516,2024-08-16,CUST0180,Retail,P021,4,440572.04,5205.4,562897.78,61873.46
INV0000289,2024-08-16,CUST0513,Wholesale,P007,23,100965.49,1379.31,109473.73,2290.72
INV0000435,2024-08-16,CUST0353,Retail,P003,1,6437.94,87.95,8243.73,1372.54
INV0001575,2024-08-16,CUST0353,Retail,P006,4,2687.9,36.72,3311.09,446.11
INV0001804,2024-08-16,CUST0357,Wholesale,P007,15,107461.26,1468.05,121310.02,7091.62
INV0001306,2024-08-17,CUST0224,Wholesale,P019,33,34781.32,402.93,40193.79,1111.46
INV0002566,2024-08-17,CUST0324,Wholesale,P007,16,62209.35,833.28,68868.76,2787.24
INV0001024,2024-08-17,CUST0193,Wholesale,P023,20,838746.63,9716.6,1028057.36,75492.65
INV0002388,2024-08-17,CUST0437,Retail,P014,1,9936.41,115.11,13474.79,2251.63
INV0001263,2024-08-17,CUST0667,Wholesale,P008,45,264461.41,3542.4,294613.42,13637.2
INV0000210,2024-08-17,CUST0105,Retail,P004,1,3723.09,49.87,4537.75,533.57
INV0002847,2024-08-18,CUST0683,Retail,P018,1,1190.81,14.4,1614.98,269.96
INV0000221,2024-08-18,CUST0521,Retail,P015,4,2447.77,29.6,3322.42,557.58
INV0002078,2024-08-18,CUST0134,Retail,P010,3,1066.36,14.91,1325.22,188.27
INV0002146,2024-08-18,CUST0560,Retail,P018,2,2575.12,31.14,3371.24,466.17
INV0001696,2024-08-19,CUST0150,Retail,P002,4,19839.03,279.36,22936.52,1834.27
INV0000406,2024-08-19,CUST0561,Retail,P020,2,590817.35,7195.24,746784.49,75134.4
INV0001197,2024-08-19,CUST0269,Wholesale,P023,22,583074.16,7100.94,696969.4,35287.74
INV0001248,2024-08-19,CUST0514,Retail,P002,5,19327.0,272.15,25117.77,4479.37
INV0001942,2024-08-19,CUST0636,Wholesale,P008,21,65037.16,915.81,73565.38,4434.43
INV0002669,2024-08-19,CUST0549,Wholesale,P017,21,132878.97,1618.26,158988.27,8190.67
INV0001734,2024-08-19,CUST0736,Retail,P010,2,846.51,11.92,999.07,98.06
INV0000608,2024-08-19,CUST0673,Retail,P009,3,2130.48,30.0,2680.67,408.2
INV0000111,2024-08-19,CUST0766,Retail,P007,3,24264.04,341.67,30109.17,4240.24
INV0000367,2024-08-19,CUST0592,Retail,P023,1,31699.43,386.05,40644.09,4590.91
INV0001003,2024-08-20,CUST0712,Retail,P019,3,3060.41,38.97,4118.66,662.85
INV0002933,2024-08-20,CUST0071,Retail,P003,1,6847.69,100.82,8523.67,1222.29
INV0001379,2024-08-20,CUST0555,Retail,P009,2,1973.76,29.06,2325.01,224.32
INV0002825,2024-08-20,CUST0305,Retail,P008,1,3548.14,52.24,4385.68,603.36
INV0001223,2024-08-20,CUST0233,Wholesale,P010,14,2947.73,43.4,3240.3,109.76
INV0002874,2024-08-20,CUST0546,Retail,P010,4,2322.86,34.2,2764.67,291.6
INV0002762,2024-08-20,CUST0146,Retail,P001,2,318192.97,4684.82,382969.15,44075.95
INV0001629,2024-08-20,CUST0077,Retail,P003,1,4061.62,59.8,5341.47,1002.42
INV0002842,2024-08-20,CUST0427,Retail,P017,2,9419.19,119.94,12446.23,1722.61
INV0000982,2024-08-21,CUST0358,Retail,P018,4,1496.81,18.84,1910.41,223.25
INV0002819,2024-08-21,CUST0558,Retail,P001,3,772641.02,11244.63,942411.17,119142.05
INV0001389,2024-08-21,CUST0224,Wholesale,P023,10,302165.53,3803.3,366618.6,23558.31
INV0000658,2024-08-21,CUST0654,Retail,P009,4,3801.15,55.32,4805.13,749.99
INV0000705,2024-08-21,CUST0746,Wholesale,P002,45,289940.59,4219.65,318616.02,10697.13
INV0001683,2024-08-21,CUST0787,Retail,P015,5,6566.4,82.65,8860.71,1445.25
INV0000236,2024-08-21,CUST0504,Wholesale,P017,29,163169.23,2053.78,195706.08,10519.75
INV0001618,2024-08-22,CUST0008,Retail,P015,5,7645.73,93.8,9995.38,1370.4
INV0000117,2024-08-22,CUST0666,Wholesale,P018,21,19975.9,245.07,23908.1,1438.02
INV0001878,2024-08-22,CUST0483,Wholesale,P012,8,247221.01,3506.88,282617.83,19748.6
INV0000247,2024-08-22,CUST0170,Retail,P010,4,1418.38,20.12,1685.67,175.64
INV0002903,2024-08-23,CUST0125,Retail,P001,2,509490.37,7134.92,638588.98,95214.22
INV0001388,2024-08-23,CUST0781,Wholesale,P004,25,94811.97,1327.75,108665.22,6895.76
INV0001115,2024-08-23,CUST0468,Wholesale,P014,37,299290.86,3624.89,354022.77,17484.39
INV0002590,2024-08-23,CUST0132,Retail,P016,2,23316.5,282.4,29632.51,3354.45
INV0002875,2024-08-23,CUST0211,Wholesale,P018,33,40134.26,486.09,48285.48,3132.77
INV0002757,2024-08-23,CUST0673,Retail,P011,2,19912.83,278.86,23460.25,2266.73
INV0001335,2024-08-23,CUST0251,Retail,P024,4,94904.09,1149.44,119560.54,11683.69
INV0000889,2024-08-24,CUST0223,Retail,P003,5,19968.82,279.05,24150.98,2879.67
INV0002216,2024-08-24,CUST0504,Wholesale,P008,45,366716.38,5124.6,417877.83,27988.76
INV0000786,2024-08-24,CUST0468,Wholesale,P021,22,1828116.62,22094.38,2266508.18,189565.1
INV0001218,2024-08-24,CUST0641,Wholesale,P016,45,370436.71,4477.05,444059.84,27350.05
INV0001353,2024-08-24,CUST0100,Retail,P010,2,937.44,13.1,1185.94,185.84
INV0001017,2024-08-24,CUST0637,Retail,P005,3,4454.61,62.25,5567.15,772.21
INV0000069,2024-08-24,CUST0676,Wholesale,P002,40,161324.86,2254.4,186100.52,14515.51
INV0001789,2024-08-25,CUST0448,Retail,P002,4,18371.05,264.56,22478.84,2901.94
INV0000331,2024-08-25,CUST0448,Retail,P009,4,3869.2,55.72,5035.39,903.45
INV0000004,2024-08-25,CUST0605,Retail,P014,2,15219.77,189.56,18875.58,1736.26
INV0001591,2024-08-25,CUST0156,Retail,P016,2,8645.63,107.68,11139.13,1390.95
INV0000842,2024-08-25,CUST0589,Wholesale,P015,33,37782.87,470.58,44968.66,2475.56
INV0000630,2024-08-25,CUST0618,Retail,P006,1,928.41,13.37,1184.79,194.02
INV0001510,2024-08-25,CUST0049,Retail,P017,5,10947.54,136.35,14048.28,1596.82
INV0000133,2024-08-25,CUST0168,Retail,P003,3,16857.25,242.76,21933.59,3931.78
INV0001877,2024-08-25,CUST0143,Retail,P014,2,16624.85,207.06,22748.06,3964.41
INV0001959,2024-08-26,CUST0657,Wholesale,P015,19,28752.81,365.18,32804.57,508.54
INV0000417,2024-08-26,CUST0480,Retail,P007,5,45246.39,664.45,55430.9,7212.63
INV0000846,2024-08-26,CUST0066,Retail,P010,3,1013.27,14.88,1225.45,146.09
INV0000772,2024-08-26,CUST0260,Retail,P019,3,2031.39,25.8,2617.52,327.06
INV0002050,2024-08-26,CUST0098,Retail,P003,3,17266.42,253.56,20617.96,2233.03
INV0002306,2024-08-26,CUST0115,Wholesale,P009,28,9800.38,143.92,11065.45,648.77
INV0002662,2024-08-27,CUST0444,Retail,P019,1,766.6,9.63,996.15,131.55
INV0002059,2024-08-27,CUST0073,Retail,P015,4,5913.1,74.28,7569.73,903.97
INV0002271,2024-08-27,CUST0384,Retail,P003,1,4495.09,65.29,5585.01,792.4
INV0000659,2024-08-27,CUST0727,Retail,P015,5,5122.61,64.35,6484.3,711.8
INV0001094,2024-08-27,CUST0017,Wholesale,P012,39,644605.24,9362.73,692334.78,8226.29
INV0000870,2024-08-27,CUST0287,Wholesale,P022,33,1129654.58,14190.66,1370928.68,88378.68
INV0002603,2024-08-27,CUST0258,Retail,P017,1,3851.31,48.38,5202.96,814.98
INV0002733,2024-08-28,CUST0716,Retail,P002,4,17689.26,259.8,20955.53,2125.23
INV0002279,2024-08-28,CUST0172,Retail,P015,2,2220.09,28.2,3051.4,542.62
INV0002971,2024-08-28,CUST0559,Wholesale,P009,22,14500.02,212.96,15871.8,474.49
INV0002432,2024-08-28,CUST0731,Retail,P018,3,1674.52,21.27,2301.06,408.81
INV0000370,2024-08-28,CUST0021,Wholesale,P002,34,164063.48,2409.58,181137.38,6876.15
INV0000674,2024-08-28,CUST0562,Retail,P012,1,23222.77,341.07,29136.04,4367.97
INV0002739,2024-08-28,CUST0399,Retail,P023,3,78896.01,1002.15,101542.04,11798.89
INV0000665,2024-08-28,CUST0266,Retail,P003,1,6256.61,91.89,8222.91,1539.1
INV0002249,2024-08-28,CUST0195,Retail,P014,5,46503.89,590.7,63524.74,10985.26
INV0002686,2024-08-28,CUST0427,Retail,P002,3,18873.99,277.2,24800.09,4637.55
INV0001474,2024-08-29,CUST0149,Wholesale,P009,44,45863.11,639.76,51676.71,2932.56
INV0001031,2024-08-29,CUST0607,Wholesale,P002,41,251713.77,3511.24,282801.93,15299.8
INV0002205,2024-08-29,CUST0458,Retail,P017,3,18789.34,226.68,24166.93,2794.77
INV0000941,2024-08-29,CUST0114,Retail,P007,2,11842.86,165.2,14791.62,2162.65
INV0002415,2024-08-29,CUST0447,Wholesale,P012,12,234015.44,3264.36,267869.92,19031.98
INV0000559,2024-08-29,CUST0256,Retail,P017,5,17328.0,209.05,22225.93,2517.77
INV0000061,2024-08-29,CUST0361,Wholesale,P009,18,16387.88,228.6,18922.62,1491.96
INV0000383,2024-08-29,CUST0288,Wholesale,P015,29,51296.84,618.86,59911.06,2252.52
INV0002053,2024-08-29,CUST0085,Retail,P004,1,3010.18,41.99,3691.22,453.12
INV0001999,2024-08-29,CUST0011,Retail,P002,1,4862.6,67.83,6148.38,960.82
INV0001681,2024-08-29,CUST0520,Retail,P009,5,2154.22,30.05,2764.89,465.51
INV0001275,2024-08-30,CUST0518,Retail,P011,1,9142.86,139.0,11390.79,1641.87
INV0001053,2024-08-30,CUST0102,Wholesale,P022,22,1219896.62,16039.98,1451657.86,67490.28
INV0001116,2024-08-30,CUST0687,Retail,P014,3,22733.91,298.92,31133.81,5447.04
INV0000934,2024-08-30,CUST0132,Retail,P012,5,128013.25,1946.2,155493.81,19111.21
INV0000999,2024-08-30,CUST0397,Retail,P023,2,65392.32,859.82,87775.71,13287.59
INV0000853,2024-08-31,CUST0275,Retail,P005,1,3642.31,52.23,4520.77,601.1
INV0001891,2024-08-31,CUST0445,Retail,P003,3,15196.87,217.92,18849.48,2647.69
INV0001006,2024-08-31,CUST0514,Retail,P015,3,4034.84,50.04,5087.84,541.67
INV0000089,2024-08-31,CUST0351,Wholesale,P020,15,5085298.62,63067.8,5954476.14,187216.32
INV0000310,2024-08-31,CUST0517,Wholesale,P006,25,14731.73,211.25,16874.68,1209.5
INV0002027,2024-09-01,CUST0265,Retail,P017,5,33172.64,389.3,44472.91,6687.68
INV0000885,2024-09-01,CUST0406,Retail,P018,5,5427.94,63.7,7355.65,1224.96
INV0002616,2024-09-01,CUST0027,Retail,P003,1,6354.07,86.22,7928.03,1152.43
INV0002028,2024-09-01,CUST0560,Retail,P024,2,27604.96,323.96,38750.13,7256.03
INV0000458,2024-09-01,CUST0759,Retail,P010,3,1324.32,17.97,1721.07,306.89
INV0001096,2024-09-01,CUST0566,Retail,P005,4,18621.51,252.68,23423.42,3374.81
INV0002861,2024-09-01,CUST0295,Retail,P019,3,3578.86,42.0,4585.02,550.52
INV0000517,2024-09-01,CUST0604,Retail,P009,1,666.95,9.05,809.39,98.86
INV0000492,2024-09-02,CUST0078,Retail,P015,4,4058.72,46.28,5473.86,890.43
INV0002823,2024-09-02,CUST0635,Retail,P015,5,9103.18,103.8,12273.89,1993.93
INV0000209,2024-09-02,CUST0558,Retail,P001,4,1183001.26,15597.0,1459883.65,198871.47
INV0000288,2024-09-03,CUST0432,Retail,P013,2,138417.08,1897.58,164522.48,17160.97
INV0000291,2024-09-03,CUST0518,Retail,P002,2,8820.39,120.92,10922.32,1519.19
INV0002014,2024-09-03,CUST0457,Retail,P004,3,6527.76,89.49,8176.92,1149.89
INV0002140,2024-09-03,CUST0645,Retail,P019,1,688.23,8.16,851.15,76.19
